domain,div,a,img,span,ul,li
mainichikanji.com,47.0,31.0,6.0,11.0,5.0,14.0
dailytaurus.co,28.0,19.0,7.0,21.0,2.0,14.0
smaad.net,37.0,99.0,7.0,4.0,3.0,14.0
smaad.net,37.0,99.0,7.0,4.0,3.0,14.0
youwinconnect.org.ng,78.0,59.0,8.0,70.0,2.0,14.0
youwinconnect.org.ng,78.0,58.0,8.0,70.0,2.0,14.0
hiraocafe.com,53.0,23.0,8.0,4.0,2.0,14.0
youwinconnect.org.ng,79.0,59.0,9.0,70.0,2.0,14.0
nexocredito.com,236.0,72.0,9.0,50.0,3.0,14.0
e-goods.site,107.0,29.0,9.0,82.0,4.0,14.0
daikou8tokka.com,35.0,24.0,9.0,12.0,4.0,14.0
nihonnokakeizu.net,33.0,40.0,10.0,1.0,2.0,14.0
chiyuki.jp,87.0,52.0,10.0,34.0,3.0,14.0
arakawaku.info,43.0,37.0,10.0,40.0,3.0,14.0
wanichan.com,45.0,54.0,10.0,31.0,4.0,14.0
slingbox.com,49.0,30.0,10.0,4.0,4.0,14.0
oiofuto.com,55.0,48.0,10.0,10.0,4.0,14.0
wanichan.com,47.0,41.0,10.0,12.0,4.0,14.0
kensetsu-databank.co.jp,33.0,141.0,11.0,107.0,2.0,14.0
houhou-labo.com,20.0,26.0,11.0,0.0,2.0,14.0
chandra-thapa.com.np,69.0,84.0,11.0,108.0,2.0,14.0
houhou-labo.com,20.0,26.0,11.0,0.0,2.0,14.0
seiryu3.net,62.0,27.0,11.0,81.0,3.0,14.0
natsuki-mama.com,73.0,29.0,11.0,80.0,4.0,14.0
knata.jp,119.0,70.0,11.0,51.0,4.0,14.0
majesticview.tokyo,48.0,29.0,11.0,15.0,5.0,14.0
hhdresearch.org,25.0,38.0,12.0,0.0,2.0,14.0
dokoniaru.com,70.0,68.0,12.0,88.0,3.0,14.0
kajitori.com,83.0,39.0,12.0,28.0,3.0,14.0
unseki.co.jp,11.0,36.0,12.0,0.0,3.0,14.0
dokoniaru.com,70.0,68.0,12.0,88.0,3.0,14.0
soliciteagora.com,197.0,65.0,12.0,105.0,4.0,14.0
fujimiwatotokana.com,87.0,31.0,12.0,76.0,4.0,14.0
navilabo.com,99.0,32.0,12.0,61.0,4.0,14.0
spo-kai.com,70.0,44.0,12.0,42.0,4.0,14.0
kurumi002.com,66.0,33.0,12.0,5.0,4.0,14.0
soliciteagora.com,197.0,65.0,12.0,105.0,4.0,14.0
izumi-artisan.com,102.0,60.0,13.0,17.0,5.0,14.0
lemonade-blog.com,145.0,83.0,14.0,72.0,3.0,14.0
seesaa.jp,13.0,23.0,14.0,0.0,3.0,14.0
storytohear.com,158.0,46.0,14.0,5.0,3.0,14.0
nobiciro.com,46.0,26.0,14.0,6.0,3.0,14.0
magiciandaisuke.com,33.0,29.0,14.0,0.0,3.0,14.0
thetravelbreeze.com,175.0,48.0,14.0,4.0,3.0,14.0
nobiciro.com,46.0,26.0,14.0,6.0,3.0,14.0
lemonade-blog.com,145.0,83.0,14.0,72.0,3.0,14.0
yuagariart.com,11.0,29.0,15.0,1.0,2.0,14.0
beautiful-world-kyushu.com,119.0,163.0,15.0,319.0,3.0,14.0
yumenohana333.com,47.0,35.0,15.0,7.0,3.0,14.0
appiro.jp,36.0,35.0,16.0,2.0,3.0,14.0
eunhye2021.com,104.0,35.0,16.0,14.0,3.0,14.0
eunhye2021.com,108.0,35.0,16.0,14.0,3.0,14.0
gardening1.com,75.0,63.0,16.0,42.0,4.0,14.0
gardening1.com,69.0,63.0,16.0,42.0,4.0,14.0
supsupsup.com,44.0,19.0,17.0,2.0,2.0,14.0
supsupsup.com,44.0,19.0,17.0,2.0,2.0,14.0
yuzusizu.com,41.0,47.0,17.0,7.0,3.0,14.0
yuzusizu.com,46.0,47.0,17.0,7.0,3.0,14.0
mogumogu-foods.com,89.0,92.0,17.0,69.0,3.0,14.0
miyakojima-event.jp,49.0,43.0,18.0,12.0,3.0,14.0
miyakojima-event.jp,49.0,43.0,18.0,12.0,3.0,14.0
miyakojima-event.jp,49.0,43.0,18.0,12.0,3.0,14.0
interest-speaker.com,50.0,130.0,18.0,2.0,3.0,14.0
could.jp,117.0,34.0,18.0,87.0,4.0,14.0
buddysecret.com,56.0,24.0,18.0,11.0,4.0,14.0
tsuyoshiwood.com,79.0,101.0,18.0,31.0,4.0,14.0
buddysecret.com,56.0,24.0,18.0,11.0,4.0,14.0
charmed-life.jp,114.0,59.0,18.0,20.0,5.0,14.0
kotonohaya.com,133.0,40.0,19.0,128.0,2.0,14.0
shibanoko.com,132.0,40.0,19.0,48.0,5.0,14.0
shibanoko.com,135.0,40.0,19.0,48.0,5.0,14.0
livingeconomyadvisors.com,267.0,130.0,20.0,47.0,3.0,14.0
livingeconomyadvisors.com,265.0,130.0,20.0,47.0,3.0,14.0
chimenavi.com,91.0,28.0,20.0,83.0,3.0,14.0
dogeza3-in-game.net,165.0,147.0,20.0,321.0,3.0,14.0
livingeconomyadvisors.com,265.0,130.0,20.0,47.0,3.0,14.0
dogeza3-in-game.net,165.0,147.0,20.0,321.0,3.0,14.0
motekore.jp,53.0,48.0,21.0,37.0,3.0,14.0
taikimedia.com,159.0,54.0,22.0,102.0,3.0,14.0
taikimedia.com,162.0,54.0,22.0,102.0,3.0,14.0
maple-board.com,30.0,27.0,22.0,50.0,3.0,14.0
taikimedia.com,162.0,54.0,22.0,102.0,3.0,14.0
shadowless-cube.com,58.0,49.0,22.0,19.0,3.0,14.0
vos-promos.fr,333.0,111.0,22.0,147.0,4.0,14.0
atsushiblog.com,109.0,30.0,22.0,68.0,4.0,14.0
atsushiblog.com,113.0,30.0,22.0,68.0,4.0,14.0
treasuresmax.com,123.0,54.0,22.0,55.0,4.0,14.0
atsushiblog.com,113.0,30.0,22.0,68.0,4.0,14.0
min-f1.com,166.0,60.0,23.0,123.0,2.0,14.0
min-f1.com,166.0,60.0,23.0,123.0,2.0,14.0
hapila.jp,100.0,100.0,23.0,62.0,3.0,14.0
thunderstore.io,362.0,168.0,24.0,89.0,3.0,14.0
consultation.link,176.0,63.0,24.0,106.0,4.0,14.0
arthhuman.com,123.0,72.0,24.0,14.0,4.0,14.0
helohelion.net,179.0,122.0,24.0,70.0,5.0,14.0
bikeyard.jp,91.0,60.0,25.0,24.0,2.0,14.0
poor-money.com,145.0,44.0,25.0,106.0,3.0,14.0
mrmr-j.com,64.0,44.0,25.0,14.0,4.0,14.0
kitagura.com,60.0,112.0,27.0,50.0,3.0,14.0
playatuner.com,93.0,70.0,27.0,15.0,4.0,14.0
ufret.jp,290.0,277.0,29.0,362.0,0.0,14.0
kojintekibikematomeblog.com,207.0,150.0,30.0,35.0,3.0,14.0
gotoseiyu.com,212.0,56.0,31.0,65.0,3.0,14.0
plea5station.com,97.0,36.0,32.0,70.0,4.0,14.0
kireinosensei.com,155.0,46.0,34.0,20.0,3.0,14.0
toironokoto.com,694.0,64.0,38.0,63.0,5.0,14.0
windows777.com,233.0,60.0,40.0,167.0,2.0,14.0
midorinoyu.jp,128.0,38.0,40.0,72.0,4.0,14.0
midorinoyu.jp,128.0,38.0,40.0,72.0,4.0,14.0
noemova-archa.com,200.0,65.0,42.0,66.0,2.0,14.0
except-for.work,148.0,65.0,42.0,115.0,4.0,14.0
except-for.work,148.0,65.0,42.0,115.0,4.0,14.0
antuu.jp,115.0,41.0,42.0,107.0,4.0,14.0
except-for.work,148.0,65.0,42.0,115.0,4.0,14.0
dailymotion.com,570.0,148.0,44.0,267.0,4.0,14.0
jmmaportal.com,196.0,101.0,50.0,155.0,3.0,14.0
onepiece13dock.com,268.0,84.0,50.0,165.0,4.0,14.0
godmeetsfashion.com,346.0,79.0,52.0,163.0,2.0,14.0
securitynavi.jp,149.0,42.0,54.0,114.0,4.0,14.0
buzz-press.com,169.0,46.0,56.0,215.0,4.0,14.0
dexerto.com,395.0,267.0,100.0,112.0,2.0,14.0
bigescapegames.com,155.0,195.0,116.0,149.0,4.0,14.0
free-download-free.com,101.0,71.0,1.0,45.0,3.0,14.0
cleang.biz,26.0,17.0,1.0,3.0,3.0,14.0
tsuikyu.com,80.0,80.0,1.0,6.0,4.0,14.0
tsuikyu.com,81.0,80.0,1.0,6.0,4.0,14.0
tsuikyu.com,81.0,80.0,1.0,6.0,4.0,14.0
xn--t8j4aa4n1nyb1305awnwcknr4jgdq5ezbh.com,858.0,229.0,233.0,333.0,3.0,14.0
travlerz.com,304.0,80.0,69.0,5.0,2.0,14.0
wackojaco.com,304.0,80.0,69.0,5.0,2.0,14.0
thefunpost.com,304.0,80.0,69.0,5.0,2.0,14.0
247mirror.com,304.0,80.0,69.0,5.0,2.0,14.0
visualchase.com,304.0,80.0,69.0,5.0,2.0,14.0
mikinoblog.com,204.0,58.0,81.0,299.0,4.0,14.0
mikinoblog.com,204.0,58.0,81.0,299.0,4.0,14.0
mikinoblog.com,206.0,58.0,81.0,299.0,4.0,14.0
mikinoblog.com,204.0,58.0,81.0,299.0,4.0,14.0
yamarii.com,582.0,115.0,292.0,100.0,4.0,14.0
silverpearlblog.com,151.0,42.0,33.0,49.0,2.0,14.0
xn--10-yg4a1a3kyh.jp,70.0,239.0,33.0,21.0,2.0,14.0
silverpearlblog.com,152.0,42.0,33.0,49.0,2.0,14.0
sportsspotter.com,451.0,150.0,33.0,74.0,5.0,14.0
sciencepicker.com,462.0,133.0,35.0,75.0,5.0,14.0
sciencepicker.com,462.0,133.0,35.0,75.0,5.0,14.0
midorinoyu.jp,160.0,48.0,41.0,106.0,4.0,14.0
ilike.style,114.0,196.0,43.0,35.0,3.0,14.0
nomanoma-web.com,283.0,78.0,43.0,178.0,3.0,14.0
jmmaportal.com,188.0,100.0,49.0,155.0,3.0,14.0
mukawa-yamanashi.jp,219.0,117.0,51.0,2.0,2.0,14.0
mukawa-yamanashi.jp,220.0,117.0,51.0,2.0,2.0,14.0
mukawa-yamanashi.jp,220.0,117.0,51.0,2.0,2.0,14.0
panhage.com,238.0,70.0,51.0,152.0,4.0,14.0
immobilier-france.fr,206.0,101.0,53.0,22.0,2.0,14.0
geinou11.com,83.0,92.0,53.0,46.0,3.0,14.0
sakiel-design.com,61.0,41.0,53.0,18.0,3.0,14.0
geinou11.com,84.0,95.0,53.0,49.0,3.0,14.0
eiga-mylife.com,210.0,58.0,57.0,92.0,4.0,14.0
saluteproject.com,273.0,208.0,61.0,469.0,4.0,14.0
retroways.com,283.0,74.0,63.0,5.0,2.0,14.0
shunlog.work,295.0,78.0,63.0,121.0,3.0,14.0
shunlog.work,295.0,78.0,63.0,121.0,3.0,14.0
zoagame.com,154.0,148.0,66.0,0.0,2.0,14.0
pastadecampeon.com,950.0,97.0,66.0,79.0,3.0,14.0
pastadecampeon.com,951.0,97.0,66.0,79.0,3.0,14.0
pastadecampeon.com,951.0,97.0,66.0,79.0,3.0,14.0
tokila.jp,312.0,98.0,102.0,6.0,3.0,14.0
akachokobe.com,226.0,77.0,106.0,328.0,3.0,14.0
ratracerebellion.com,280.0,210.0,67.0,202.0,3.0,14.0
ratracerebellion.com,281.0,215.0,67.0,204.0,3.0,14.0
ratracerebellion.com,266.0,219.0,67.0,216.0,3.0,14.0
kanameblog.com,171.0,47.0,67.0,221.0,4.0,14.0
spicedcoffee55.com,178.0,62.0,67.0,94.0,5.0,14.0
efreeware.net,188.0,104.0,71.0,48.0,3.0,14.0
bukkenfan.jp,223.0,619.0,79.0,132.0,4.0,14.0
tonarinoaquarium.com,245.0,81.0,119.0,170.0,4.0,14.0
umasannideatta.com,444.0,192.0,269.0,845.0,4.0,14.0
umasannideatta.com,444.0,208.0,271.0,852.0,4.0,14.0
jisakeisan.com,351.0,144.0,0.0,433.0,3.0,15.0
pkgs.org,17.0,33.0,0.0,4.0,3.0,15.0
jisakeisan.com,351.0,144.0,0.0,433.0,3.0,15.0
pkgs.org,17.0,33.0,0.0,4.0,3.0,15.0
kyodemo.net,65.0,121.0,0.0,119.0,4.0,15.0
tomato5.xyz,100.0,59.0,0.0,33.0,5.0,15.0
tokubu.com,185.0,112.0,2.0,114.0,2.0,15.0
findunclaimedassets.info,27.0,18.0,2.0,3.0,3.0,15.0
azukichi.net,35.0,28.0,2.0,0.0,3.0,15.0
atechydd.xyz,100.0,72.0,3.0,61.0,3.0,15.0
findunclaimedassets.info,27.0,18.0,3.0,3.0,3.0,15.0
toilet-pedia.com,60.0,44.0,4.0,11.0,4.0,15.0
koshishirai.com,117.0,23.0,5.0,20.0,3.0,15.0
sarkariiyojana.in,49.0,40.0,7.0,14.0,2.0,15.0
juliet-project.com,12.0,25.0,8.0,0.0,5.0,15.0
webstar-marketing.co.jp,29.0,25.0,9.0,6.0,3.0,15.0
hakogaki.com,68.0,88.0,9.0,53.0,4.0,15.0
sukisukilife.com,87.0,32.0,9.0,41.0,4.0,15.0
kazuyangon.com,142.0,61.0,9.0,79.0,6.0,15.0
sweetsinfonews.com,44.0,134.0,10.0,41.0,3.0,15.0
wealthyblogs.com,45.0,41.0,10.0,16.0,4.0,15.0
wealthyblogs.com,45.0,41.0,10.0,16.0,4.0,15.0
xn--cckaf1mbm6kze4b.com,59.0,56.0,11.0,11.0,2.0,15.0
travel-news.site,30.0,17.0,11.0,3.0,2.0,15.0
stepuptips.com,41.0,16.0,11.0,0.0,3.0,15.0
teeeerapon.com,81.0,33.0,11.0,62.0,3.0,15.0
hakogaki.com,71.0,90.0,11.0,58.0,4.0,15.0
kokumin-nenk.info,37.0,56.0,11.0,13.0,4.0,15.0
hakogaki.com,71.0,90.0,11.0,58.0,4.0,15.0
tetsusism.com,35.0,75.0,11.0,74.0,4.0,15.0
mmorpg-stat.eu,585.0,284.0,11.0,493.0,5.0,15.0
mmorpg-stat.eu,593.0,296.0,11.0,517.0,5.0,15.0
mmorpg-stat.eu,593.0,286.0,11.0,494.0,5.0,15.0
stalgie.co.jp,25.0,25.0,12.0,18.0,3.0,15.0
stalgie.co.jp,25.0,25.0,12.0,18.0,3.0,15.0
womensmethod.com,156.0,46.0,13.0,4.0,3.0,15.0
viralstreetmedia.com,87.0,64.0,13.0,39.0,4.0,15.0
aurora-7.com,88.0,30.0,13.0,60.0,5.0,15.0
onefinewallet.com,76.0,33.0,14.0,20.0,3.0,15.0
onefinewallet.com,76.0,33.0,14.0,20.0,3.0,15.0
iphonemax.net,126.0,40.0,14.0,76.0,3.0,15.0
thefamilybreeze.com,164.0,46.0,14.0,5.0,3.0,15.0
onefinewallet.com,76.0,33.0,14.0,20.0,3.0,15.0
fuguai-online.com,97.0,39.0,14.0,63.0,5.0,15.0
cumari-portal.com,217.0,75.0,15.0,116.0,2.0,15.0
mondo-libre.com,30.0,34.0,15.0,2.0,3.0,15.0
mondo-libre.com,30.0,34.0,15.0,2.0,3.0,15.0
blanche-toile.com,49.0,64.0,15.0,10.0,5.0,15.0
toyoshikibase.com,110.0,45.0,15.0,53.0,6.0,15.0
gardening1.com,68.0,65.0,16.0,43.0,4.0,15.0
lemon-sour.net,105.0,36.0,17.0,55.0,2.0,15.0
uta5.com,111.0,110.0,17.0,50.0,4.0,15.0
panco.info,57.0,76.0,17.0,32.0,4.0,15.0
uta5.com,111.0,112.0,17.0,50.0,4.0,15.0
ii-nippon.net,126.0,38.0,17.0,72.0,5.0,15.0
xn--68j011gcia8j51r7p2a.com,50.0,42.0,18.0,54.0,2.0,15.0
xn--68j011gcia8j51r7p2a.com,59.0,42.0,18.0,54.0,2.0,15.0
bayashitv.com,105.0,58.0,18.0,17.0,2.0,15.0
xn--68j011gcia8j51r7p2a.com,59.0,42.0,18.0,54.0,2.0,15.0
akita-rien.com,60.0,41.0,19.0,14.0,3.0,15.0
tenmainfo.biz,38.0,35.0,20.0,2.0,2.0,15.0
festvainqueur.com,115.0,39.0,20.0,158.0,3.0,15.0
kechan-s.com,33.0,30.0,20.0,13.0,3.0,15.0
festvainqueur.com,118.0,39.0,20.0,158.0,3.0,15.0
entame-otaku.com,38.0,36.0,20.0,9.0,4.0,15.0
home-secure.jp,103.0,40.0,20.0,150.0,4.0,15.0
home-secure.jp,104.0,40.0,20.0,150.0,4.0,15.0
home-secure.jp,104.0,40.0,20.0,150.0,4.0,15.0
games2mad.com,74.0,39.0,21.0,24.0,3.0,15.0
kaku-sma.com,106.0,63.0,21.0,31.0,4.0,15.0
naruhodo.net,43.0,34.0,22.0,1.0,2.0,15.0
kimamana-topic.com,61.0,120.0,23.0,133.0,3.0,15.0
bikuchan.com,85.0,28.0,23.0,82.0,4.0,15.0
steamgamersenki.com,142.0,41.0,23.0,97.0,5.0,15.0
025810.com,36.0,31.0,23.0,5.0,5.0,15.0
gekite2.com,61.0,45.0,24.0,26.0,2.0,15.0
trucsetbricolages.com,92.0,36.0,24.0,23.0,3.0,15.0
trucsetbricolages.com,92.0,36.0,24.0,23.0,3.0,15.0
trucsetbricolages.com,92.0,36.0,24.0,23.0,3.0,15.0
trucsetbricolages.com,92.0,36.0,24.0,23.0,3.0,15.0
heero.red,184.0,83.0,25.0,1.0,4.0,15.0
jimpei.co,138.0,41.0,25.0,85.0,4.0,15.0
romanews.eu,210.0,59.0,26.0,42.0,5.0,15.0
topgentlemen.com,232.0,119.0,27.0,107.0,3.0,15.0
teamsupport.jp,40.0,46.0,28.0,0.0,3.0,15.0
donkey-earth.com,94.0,59.0,28.0,0.0,5.0,15.0
donkey-earth.com,95.0,60.0,28.0,0.0,5.0,15.0
clubdesjeux.fr,65.0,94.0,30.0,13.0,3.0,15.0
nationalstadium-tours.com,100.0,68.0,30.0,38.0,3.0,15.0
quimama.info,146.0,45.0,30.0,195.0,3.0,15.0
clubdesjeux.fr,69.0,94.0,30.0,13.0,3.0,15.0
nationalstadium-tours.com,100.0,68.0,30.0,38.0,3.0,15.0
quimama.info,146.0,45.0,30.0,195.0,3.0,15.0
ryuki-kuruma.me,125.0,44.0,30.0,2.0,3.0,15.0
clubdesjeux.fr,70.0,94.0,30.0,13.0,3.0,15.0
quimama.info,146.0,45.0,30.0,195.0,3.0,15.0
nationalstadium-tours.com,100.0,68.0,30.0,38.0,3.0,15.0
m-aso.net,180.0,55.0,30.0,162.0,4.0,15.0
m-aso.net,180.0,55.0,30.0,162.0,4.0,15.0
suntoranosuke.com,95.0,32.0,32.0,89.0,3.0,15.0
diy-netthank.com,133.0,133.0,32.0,30.0,3.0,15.0
kyo-no-asagohan.com,85.0,67.0,32.0,38.0,4.0,15.0
kyo-no-asagohan.com,86.0,67.0,32.0,38.0,4.0,15.0
mken-benefit.com,196.0,56.0,32.0,116.0,4.0,15.0
mken-benefit.com,196.0,56.0,32.0,114.0,4.0,15.0
n-n-n-n.net,65.0,59.0,34.0,12.0,3.0,15.0
n-n-n-n.net,65.0,59.0,34.0,12.0,3.0,15.0
ueshin-jun-ichi.com,277.0,184.0,34.0,60.0,3.0,15.0
n-n-n-n.net,65.0,59.0,34.0,12.0,3.0,15.0
ueshin-jun-ichi.com,275.0,184.0,34.0,60.0,3.0,15.0
colorfl.net,63.0,38.0,36.0,5.0,3.0,15.0
sheklog.com,99.0,74.0,38.0,10.0,4.0,15.0
sotobira.com,333.0,189.0,40.0,146.0,2.0,15.0
baseball-y-programming.com,110.0,55.0,40.0,22.0,3.0,15.0
rikujou-news.com,213.0,54.0,40.0,166.0,3.0,15.0
hanioblog.com,215.0,181.0,40.0,391.0,4.0,15.0
dollcall-one.com,209.0,59.0,42.0,297.0,3.0,15.0
techbang.com,397.0,224.0,42.0,29.0,3.0,15.0
motifyhr.jp,115.0,72.0,44.0,19.0,2.0,15.0
buhitter.com,286.0,164.0,44.0,105.0,2.0,15.0
motifyhr.jp,115.0,72.0,44.0,19.0,2.0,15.0
motifyhr.jp,115.0,72.0,44.0,19.0,2.0,15.0
skylinewebcams.com,66.0,111.0,44.0,7.0,3.0,15.0
jj-stand.com,218.0,64.0,50.0,114.0,3.0,15.0
totsusin-challenge.com,329.0,136.0,56.0,322.0,4.0,15.0
usgurashi.com,206.0,76.0,60.0,126.0,3.0,15.0
asukainfo.com,177.0,53.0,60.0,94.0,4.0,15.0
shokotama.com,280.0,74.0,62.0,153.0,4.0,15.0
noako-style.com,389.0,54.0,88.0,513.0,4.0,15.0
senfun.net,710.0,157.0,116.0,55.0,3.0,15.0
aidorumatome.com,33.0,19.0,1.0,0.0,9.0,15.0
opportunie.com,86.0,207.0,1.0,1.0,4.0,15.0
srfan.jp,162.0,54.0,65.0,109.0,3.0,15.0
ak-gamenikki.com,179.0,189.0,73.0,98.0,4.0,15.0
ak-gamenikki.com,183.0,189.0,73.0,98.0,4.0,15.0
ak-gamenikki.com,183.0,189.0,73.0,98.0,4.0,15.0
benricho.org,438.0,798.0,746.0,293.0,3.0,15.0
telinquire.com,209.0,177.0,33.0,52.0,2.0,15.0
oniyan-grm.com,211.0,117.0,35.0,213.0,4.0,15.0
kyoto-miler.com,154.0,118.0,37.0,31.0,3.0,15.0
7pre.jp,142.0,62.0,37.0,34.0,3.0,15.0
kitongame.com,105.0,97.0,37.0,41.0,3.0,15.0
kyoto-miler.com,154.0,118.0,37.0,31.0,3.0,15.0
mazyou.com,176.0,49.0,37.0,225.0,5.0,15.0
cinemandrake.com,332.0,86.0,39.0,178.0,3.0,15.0
lifoot.jp,157.0,103.0,39.0,35.0,3.0,15.0
kyotei24.jp,308.0,64.0,41.0,104.0,4.0,15.0
furafurafufu.com,171.0,79.0,41.0,120.0,6.0,15.0
coconutsjapan.com,106.0,125.0,43.0,24.0,3.0,15.0
jetstream.bz,47.0,269.0,43.0,229.0,4.0,15.0
jetstream.bz,47.0,317.0,43.0,229.0,4.0,15.0
yume-diet-recipe.com,158.0,44.0,45.0,76.0,5.0,15.0
ikumen-sim.net,256.0,210.0,51.0,504.0,5.0,15.0
ikumen-sim.net,256.0,210.0,51.0,503.0,5.0,15.0
gourmetbiz.net,112.0,140.0,53.0,29.0,3.0,15.0
kenzobb9.com,170.0,61.0,55.0,130.0,3.0,15.0
anikosu.com,479.0,185.0,57.0,75.0,5.0,15.0
shokotama.com,271.0,74.0,59.0,153.0,4.0,15.0
shokotama.com,280.0,74.0,59.0,153.0,4.0,15.0
takashimatsuura.net,128.0,85.0,59.0,177.0,4.0,15.0
takashimatsuura.net,128.0,85.0,59.0,177.0,4.0,15.0
anikosu.com,487.0,197.0,61.0,75.0,5.0,15.0
korekurai.com,163.0,185.0,82.0,78.0,4.0,15.0
yonayonafreedom.net,160.0,54.0,75.0,85.0,4.0,15.0
r-pm-planning.com,100.0,166.0,79.0,84.0,2.0,15.0
aru-na.net,175.0,110.0,79.0,88.0,3.0,15.0
konyabon.com,287.0,86.0,79.0,142.0,3.0,15.0
figisland.net,473.0,121.0,103.0,221.0,3.0,15.0
1book.biz,327.0,277.0,115.0,30.0,3.0,15.0
onecall2ch.com,312.0,239.0,127.0,1.0,2.0,15.0
microsoftcasualgames.com,291.0,84.0,127.0,17.0,3.0,15.0
jagobd.com,249.0,340.0,142.0,101.0,5.0,15.0
webkaru.net,14.0,25.0,0.0,1.0,4.0,16.0
template-soko.com,26.0,83.0,2.0,1.0,2.0,16.0
xn--u9j205hyjey9fe81bhd2a.com,38.0,108.0,2.0,3.0,2.0,16.0
joso-trader.com,68.0,70.0,2.0,4.0,3.0,16.0
joso-trader.com,68.0,70.0,2.0,4.0,3.0,16.0
joso-trader.com,68.0,70.0,2.0,4.0,3.0,16.0
dufile.com,83.0,29.0,3.0,31.0,2.0,16.0
vocal-review.com,88.0,59.0,4.0,22.0,4.0,16.0
aidancbrady.com,104.0,26.0,4.0,5.0,5.0,16.0
opus21.net,23.0,30.0,6.0,3.0,2.0,16.0
voicehair.com,13.0,28.0,6.0,6.0,3.0,16.0
loca-doco.club,39.0,39.0,6.0,9.0,4.0,16.0
amemiya-site.com,79.0,32.0,6.0,11.0,5.0,16.0
amemiya-site.com,79.0,32.0,6.0,11.0,5.0,16.0
gameguide.tech,25.0,26.0,7.0,2.0,3.0,16.0
gameguide.tech,29.0,26.0,7.0,2.0,3.0,16.0
applimura.com,52.0,23.0,7.0,51.0,3.0,16.0
gameguide.tech,29.0,26.0,7.0,2.0,3.0,16.0
fusui-do.com,34.0,41.0,8.0,8.0,2.0,16.0
trailrunning.jp,59.0,23.0,8.0,11.0,4.0,16.0
rebelmoney.org,121.0,45.0,8.0,29.0,4.0,16.0
rebelmoney.org,122.0,45.0,8.0,29.0,4.0,16.0
ggg-channel.com,59.0,28.0,8.0,35.0,4.0,16.0
haitoh-db.com,60.0,127.0,8.0,126.0,4.0,16.0
chiebukuro.yahoo.co.jp,732.0,87.0,8.0,23.0,4.0,16.0
rebelmoney.org,122.0,45.0,8.0,29.0,4.0,16.0
haitoh-db.com,60.0,127.0,8.0,126.0,4.0,16.0
yuuzankaku.com,32.0,23.0,9.0,10.0,4.0,16.0
kabukahaitou.com,39.0,49.0,10.0,0.0,0.0,16.0
kabukahaitou.com,39.0,49.0,10.0,0.0,0.0,16.0
edvamerica.com,230.0,44.0,10.0,19.0,2.0,16.0
liberalis.co,34.0,38.0,10.0,1.0,3.0,16.0
liberalis.co,34.0,38.0,10.0,1.0,3.0,16.0
gengaten.info,98.0,50.0,10.0,21.0,3.0,16.0
clashofkings.jp,65.0,28.0,10.0,81.0,3.0,16.0
chenmamablog.com,67.0,32.0,10.0,96.0,3.0,16.0
nicotubers.com,36.0,29.0,10.0,49.0,3.0,16.0
liberalis.co,34.0,38.0,10.0,1.0,3.0,16.0
youxizhinancn.com,83.0,75.0,10.0,19.0,4.0,16.0
hacchi-trend.com,87.0,34.0,10.0,62.0,4.0,16.0
tuizoddekok.online,24.0,44.0,10.0,20.0,5.0,16.0
kabukahaitou.com,50.0,62.0,11.0,0.0,0.0,16.0
thats-kawaguchi.com,58.0,53.0,11.0,29.0,2.0,16.0
asattenoakari.com,36.0,28.0,11.0,43.0,3.0,16.0
charlor.net,72.0,29.0,11.0,81.0,4.0,16.0
nanajigohun75.com,62.0,29.0,11.0,4.0,5.0,16.0
ponz-life.blog,96.0,36.0,11.0,54.0,5.0,16.0
kazu1008.xyz,65.0,49.0,11.0,13.0,5.0,16.0
dream-lifepro.com,72.0,32.0,12.0,85.0,3.0,16.0
new-next-life.com,125.0,38.0,12.0,103.0,3.0,16.0
dream-lifepro.com,72.0,32.0,12.0,85.0,3.0,16.0
moms-happylife.com,76.0,40.0,12.0,83.0,4.0,16.0
osatobuririand.com,100.0,41.0,12.0,62.0,4.0,16.0
osatobuririand.com,100.0,41.0,12.0,62.0,4.0,16.0
fun-voluntework.com,60.0,84.0,12.0,35.0,5.0,16.0
reporevi.com,107.0,36.0,12.0,49.0,5.0,16.0
tv-salon.com,79.0,34.0,13.0,82.0,3.0,16.0
chiebukuro.yahoo.co.jp,774.0,89.0,13.0,23.0,4.0,16.0
altarendabr.com,103.0,33.0,13.0,26.0,5.0,16.0
altarendabr.com,103.0,33.0,13.0,26.0,5.0,16.0
altarendabr.com,103.0,33.0,13.0,26.0,5.0,16.0
for-guests.com,47.0,34.0,14.0,4.0,2.0,16.0
useless-landscape.com,46.0,12.0,14.0,4.0,3.0,16.0
oharulife.com,48.0,27.0,14.0,5.0,4.0,16.0
asobeginner.com,94.0,60.0,14.0,28.0,4.0,16.0
skiplife.biz,74.0,39.0,14.0,29.0,4.0,16.0
skiplife.biz,74.0,39.0,14.0,29.0,4.0,16.0
hairrecipe1.com,76.0,36.0,15.0,62.0,3.0,16.0
xn--o9jl2cn5979an1pggi321e5id.com,38.0,26.0,15.0,2.0,4.0,16.0
xn--o9jl2cn5979avdbn18br22e5id.net,39.0,26.0,15.0,2.0,5.0,16.0
tomogashimakisen.com,509.0,83.0,16.0,57.0,3.0,16.0
fyama1426.com,40.0,36.0,16.0,2.0,4.0,16.0
